id,categoria,pregunta,respuesta,contexto
97,Síntomas,¿qué datos clínicos apuntan a endocarditis signos?,"Fiebre sin foco, soplo nuevo, embolias o bacteriemia persistente hacen pensar en endocarditis. Hay que tomar hemocultivos antes de antibiótico si es posible y pedir ecocardiografía.","La endocarditis infecciosa puede manifestarse con fiebre persistente, soplo nuevo, embolias, hemocultivos positivos o lesiones valvulares. En pacientes con prótesis valvular o dispositivos, el umbral de sospecha debe ser bajo."
98,Síntomas,¿Qué síntomas o signos me hacen buscar daño agudo de órgano en una HTA?,"Lo importante no es solo “cuánto marca”, sino si hay daño agudo: dolor torácico, disnea, déficit neurológico, edema pulmonar, disección o fallo renal. Si lo hay, manejo urgente intravenoso y monitorizado.","La emergencia hipertensiva implica presión arterial muy elevada con daño agudo de órgano diana, como edema pulmonar, encefalopatía, SCA, disección aórtica o lesión renal aguda. No se define solo por el número de presión."
99,Síntomas,¿qué síntomas me hacen pensar en hipertensión sintomas?,"La mayoría de hipertensos no nota nada. Si hay cefalea intensa, déficit neurológico, dolor torácico o disnea, hay que descartar emergencia hipertensiva y daño de órgano.","La hipertensión crónica suele ser asintomática y se diagnostica con mediciones repetidas, MAPA o AMPA. Cefalea, mareo o epistaxis no predicen de forma fiable la presión, pero obligan a buscar daño de órgano si son intensos."
100,Síntomas,¿Qué causas cardiológicas debo pensar ante una hipotensión?,"No mires solo la cifra: revisa conciencia, piel, diuresis, lactato, ECG y congestión. Si está mal perfundido, es una urgencia y hay que buscar causa reversible.","La hipotensión en un paciente cardiológico puede reflejar shock, arritmia, sangrado, sepsis, exceso de diuréticos o fármacos vasodilatadores. La prioridad es valorar perfusión, frecuencia, ECG y signos de congestión."
101,Síntomas,¿Una troponina alta siempre significa infarto tipo 1?,"Troponina alta no equivale automáticamente a cateterismo. Si hay clínica isquémica, cambios ECG y dinámica compatible, piensa en IAM; si no, busca lesión miocárdica por otras causas.","La troponina elevada indica lesión miocárdica, pero no siempre infarto tipo 1. Se interpreta con clínica, ECG, dinámica de ascenso/descenso y causas como taquiarritmia, IC, sepsis, embolia pulmonar o insuficiencia renal."
102,Síntomas,¿Cómo manejo un dolor torácico con ECG no diagnóstico?,"Con ECG normal pero dolor compatible, no lo descartes. Repite ECG si cambia el dolor y usa troponinas seriadas; el contexto clínico manda.","Un ECG inicial normal no descarta SCA, especialmente si la clínica es sugestiva o el dolor es reciente. Las guías recomiendan repetir ECG y usar algoritmos de troponina de alta sensibilidad según disponibilidad."
103,Síntomas,¿Cuándo unas extrasístoles dejan de parecer benignas?,"Muchas extrasístoles son benignas si no hay cardiopatía. Pero si hay síncope, dolor, disnea, mucha carga o cardiopatía estructural, conviene Holter y ecocardiograma.","Las extrasístoles suelen percibirse como saltos, pausas o golpes en el pecho. La gravedad depende de síntomas, carga arrítmica, cardiopatía estructural y hallazgos en ECG/Holter."
104,Síntomas,¿Cuándo un QT largo aumenta el riesgo de arritmia grave?,"Síncope con QT largo no es banal. Hay que revisar fármacos, potasio y magnesio, antecedentes familiares y evitar medicación que prolongue QT.","El QT largo puede predisponer a torsades de pointes, síncope y muerte súbita, especialmente con fármacos prolongadores del QT, hipopotasemia o antecedentes familiares. El ECG y la corrección de factores reversibles son esenciales."
105,Síntomas,"Ante dolor torácico tras un cuadro viral, ¿cuándo pienso en miocarditis?","Piensa en miocarditis si hay dolor, troponina alta, arritmias o disnea tras cuadro viral, sobre todo en jóvenes. Hay que descartar SCA cuando toca y valorar eco/RM cardiaca.","La miocarditis puede dar dolor torácico, disnea, palpitaciones, síncope o insuficiencia cardiaca, a menudo tras infección viral. La elevación de troponina y cambios ECG pueden simular SCA."
106,Síntomas,¿Qué síntomas sugieren cardiomiopatía hipertrófica?,"Síncope de esfuerzo, historia familiar de muerte súbita o palpitaciones en miocardiopatía hipertrófica son señales de alarma. Requiere evaluación especializada y estratificación de riesgo.","La miocardiopatía hipertrófica puede causar disnea, dolor torácico, síncope de esfuerzo o palpitaciones. El riesgo arrítmico se evalúa con historia familiar, síncope, grosor parietal, arritmias y otros marcadores."
107,Síntomas,¿qué datos clínicos apuntan a dolor torácico en joven?,"En joven no todo es ansiedad. Si hay dolor opresivo, síncope, cocaína, antecedentes familiares, troponina alta o ECG anormal, se estudia como cardiológico.","En pacientes jóvenes, el dolor torácico puede ser musculoesquelético, pericarditis, miocarditis, SCA por drogas o anomalías coronarias. La edad baja no excluye patología cardiaca si hay signos de alarma."
108,Síntomas,"Si un paciente toma clopidogrel, ¿qué señales de alarma debo preguntar?","Sangrados, hematomas extensos, melena o alergia cutánea pueden aparecer con antiagregantes. Si hay sangrado importante, no se suspende a ciegas: hay que valorar riesgo isquémico y hemorrágico.","Los antiagregantes pueden producir sangrado, hematomas, dispepsia y reacciones alérgicas cutáneas. La aparición de sangrado mayor o síntomas neurológicos requiere reevaluación urgente del tratamiento."
109,Síntomas,¿qué síntomas me hacen pensar en sangrado con anticoagulante?,"Melena, hematemesis, hematuria importante, caída de Hb o síntomas neurológicos son alarma. Hay que valorar gravedad, última toma, función renal y necesidad de reversión o suspensión temporal.","Los anticoagulantes aumentan el riesgo de sangrado digestivo, urinario, intracraneal o cutáneo. La gravedad depende de localización, estabilidad hemodinámica, hemoglobina, función renal y tiempo desde la última dosis."
110,Síntomas,"Ante dolor o edema de piernas, ¿qué datos orientan a causa cardiaca?","Edemas bilaterales con disnea, ortopnea o yugulares altas apuntan a congestión cardiaca. Si es unilateral y doloroso, piensa también en trombosis venosa.","Los edemas en miembros inferiores pueden deberse a insuficiencia cardiaca, enfermedad venosa, fármacos, insuficiencia renal o hipoalbuminemia. La congestión sistémica se evalúa con peso, yugulares, hepatomegalia y respuesta a diuréticos."
111,Síntomas,¿Por qué la ortopnea orienta a congestión cardiaca?,"Si duerme con más almohadas o se despierta ahogado, piensa en insuficiencia cardiaca descompensada. Hay que valorar congestión, peso, función renal, BNP/NT-proBNP y eco según contexto.",La ortopnea y la disnea paroxística nocturna son síntomas clásicos de congestión pulmonar por insuficiencia cardiaca. Su presencia sugiere aumento de presiones de llenado y requiere ajustar diagnóstico y tratamiento.
112,Síntomas,¿Qué síntomas sugieren claudicación vascular?,"Dolor en pantorrilla al caminar que cede al parar suena a claudicación. Hay que medir índice tobillo-brazo y tratar riesgo cardiovascular, no solo el dolor de la pierna.","La claudicación intermitente es dolor muscular reproducible con el ejercicio y que mejora con reposo, típico de enfermedad arterial periférica. Se asocia a alto riesgo cardiovascular y exige control intensivo de factores de riesgo."
113,Síntomas,¿Qué relación hay entre ictus y fibrilación auricular?,"Un ictus sin causa clara obliga a buscar FA, incluso paroxística. Si se confirma y el riesgo embólico lo justifica, la prevención suele ser anticoagulación, no antiagregación simple.","La fibrilación auricular es una causa frecuente de ictus cardioembólico. En pacientes con ictus o AIT se recomienda buscar FA con ECG y monitorización según el caso, porque cambia la indicación de anticoagulación."
114,Síntomas,"Ante fiebre o disnea con soplo nuevo, ¿qué debo descartar?","Un soplo nuevo con fiebre, insuficiencia cardiaca, síncope o dolor torácico no se ignora. El eco es la prueba clave para caracterizar la lesión.","Un soplo nuevo puede indicar valvulopatía, endocarditis, comunicación intracardiaca o complicación mecánica postinfarto. El contexto clínico y la ecocardiografía determinan urgencia y etiología."
115,Síntomas,¿Cuándo la fatiga puede ser insuficiencia cardiaca?,"La fatiga puede ser bajo gasto o descompensación, pero también anemia, bradicardia o exceso de medicación. Mira signos de congestión, ECG, analítica y evolución funcional.","La fatiga en insuficiencia cardiaca puede reflejar bajo gasto, congestión, anemia, enfermedad renal, arritmias o efectos de fármacos. Debe valorarse junto con clase funcional, peso, presión y frecuencia cardiaca."
116,Síntomas,¿Cuándo sospecho trombosis o reestenosis de stent?,"Dolor tipo infarto después de un stent es alarma, sobre todo si suspendió antiagregantes. ECG urgente y manejo como SCA hasta demostrar lo contrario.","Tras un stent, dolor torácico recurrente puede deberse a reestenosis, trombosis del stent, vasoespasmo o causas no coronarias. La trombosis del stent es una urgencia, especialmente si hay elevación del ST."
117,Síntomas,¿qué datos clínicos apuntan a disnea y soplo aórtico?,"Disnea de esfuerzo más soplo aórtico obliga a pedir eco. Si la estenosis es severa y sintomática, se valora reemplazo valvular quirúrgico o TAVI según perfil.",La disnea de esfuerzo con soplo sistólico eyectivo puede sugerir estenosis aórtica. La severidad se confirma por ecocardiografía y los síntomas guían la indicación de intervención.
118,Síntomas,¿Cómo manejo el dolor torácico tras consumo de cocaína?,"Después de cocaína, el dolor torácico puede ser vasoespasmo o infarto real. ECG y troponinas; evita trivializarlo como ansiedad.","La cocaína puede provocar vasoespasmo coronario, SCA, arritmias, disección aórtica e hipertensión severa. El dolor torácico tras consumo requiere ECG, troponinas y monitorización según riesgo."
119,Síntomas,¿qué síntomas me hacen pensar en flutter auricular?,"Flutter puede sentirse como taquicardia regular. Hay que confirmar en ECG, controlar frecuencia o ritmo y valorar anticoagulación según riesgo embólico.","El flutter auricular suele causar palpitaciones regulares rápidas, disnea o fatiga, con ondas en dientes de sierra en ECG. Comparte indicaciones de anticoagulación según riesgo tromboembólico similares a FA."
120,Síntomas,"¿Qué datos clínicos debo buscar si sospecho bloqueo av, ¿que busco?","Bloqueo AV con síncope o bajo gasto es serio. Revisa causas reversibles, pero si es avanzado y persistente, suele necesitar marcapasos.","El bloqueo auriculoventricular avanzado puede producir síncope, presíncope, fatiga o insuficiencia cardiaca. Si es persistente y no reversible, puede requerir marcapasos."
121,Síntomas,¿Qué síntomas me hacen pensar en un infarto?,"Los síntomas que orientan a IAM son dolor torácico opresivo persistente, irradiación, sudoración, náuseas, disnea o síncope. No hay que esperar a que el cuadro sea “clásico”: ECG urgente y troponinas seriadas si se sospecha SCA.","En el síndrome coronario agudo, el dolor típico suele ser opresivo, retroesternal, prolongado y puede irradiar a brazo izquierdo, mandíbula, espalda o epigastrio. La guía ESC recomienda ECG de 12 derivaciones precoz y troponinas seriadas si no hay elevación persistente del ST."
122,Síntomas,"En un paciente sin dolor típico, ¿qué datos pueden sugerir isquemia?","Disnea brusca, cansancio extremo, náuseas, epigastralgia o síncope pueden ser equivalentes anginosos. En pacientes de riesgo, se debe hacer ECG y troponinas aunque no haya dolor típico.","En ancianos, mujeres, diabéticos y pacientes con insuficiencia renal, el SCA puede presentarse con disnea, fatiga, síncope, epigastralgia o malestar inespecífico. La ausencia de dolor torácico no descarta isquemia miocárdica."
123,Síntomas,¿Cómo enfoco un dolor torácico que aumenta con la inspiración?,"El dolor pleurítico no es el patrón típico de infarto, pero no excluye patología grave. Hay que valorar pericarditis, embolia pulmonar, neumotórax y, si hay factores de riesgo, descartar SCA con ECG y biomarcadores.","El dolor torácico pleurítico, que aumenta con la inspiración o la tos, orienta más a pericarditis, embolia pulmonar o patología pleuropulmonar que a angina típica. La evaluación debe integrar ECG, constantes, exploración y probabilidad clínica."
124,Síntomas,¿Qué datos clínicos sugieren pericarditis aguda?,"Sugiere pericarditis si el dolor es posicional, pleurítico y mejora al inclinarse hacia delante. Conviene hacer ECG, ecocardiograma y marcadores inflamatorios; si hay derrame importante o compromiso hemodinámico, ingreso.","La pericarditis aguda suele causar dolor torácico punzante que mejora al sentarse e inclinarse hacia delante, puede asociar roce pericárdico y elevación difusa del ST con descenso del PR. La presencia de derrame o inestabilidad cambia el manejo."
125,Síntomas,¿Qué datos del dolor torácico me hacen pensar en disección aórtica?,"Piensa en disección si el dolor es brusco, máximo desde el inicio, con irradiación a espalda, síncope, déficit neurológico o diferencia de pulsos. No es un cuadro para “observar”: necesita imagen urgente y control hemodinámico.","La disección aórtica suele producir dolor torácico o dorsal súbito, muy intenso, desgarrador, con posible asimetría de pulsos, déficit neurológico o insuficiencia aórtica aguda. Requiere sospecha clínica alta e imagen urgente."
126,Síntomas,¿qué datos clínicos apuntan a embolia pulmonar?,"Sospecha embolia si hay disnea brusca, dolor pleurítico, taquicardia, hipoxemia o síncope, sobre todo con factores de riesgo trombótico. La gravedad la marcan la hipotensión, el VD y los biomarcadores.","La embolia pulmonar puede presentarse con disnea súbita, dolor pleurítico, taquicardia, síncope o hipoxemia. La estratificación combina probabilidad clínica, dímero D cuando procede, imagen y valoración del ventrículo derecho."
127,Síntomas,¿Qué datos sugieren insuficiencia cardiaca aguda?,"Los datos clave son disnea, ortopnea, crepitantes, edemas, yugulares altas y mala perfusión. Si hay hipoxemia, edema agudo de pulmón, hipotensión o confusión, es una urgencia.","La insuficiencia cardiaca aguda se manifiesta por disnea, ortopnea, crepitantes, edemas, ingurgitación yugular o hipoperfusión. La guía ESC recomienda valorar congestión, perfusión, desencadenantes y necesidad de oxígeno, diuréticos o soporte."
128,Síntomas,¿qué síntomas me hacen pensar en edema agudo de pulmón?,"Si el paciente está ahogado, con crepitantes difusos y saturación baja, piensa en edema agudo de pulmón. Hay que sentarlo, monitorizar, tratar congestión y valorar ventilación no invasiva si hay trabajo respiratorio.","El edema agudo de pulmón se caracteriza por disnea intensa, ortopnea, estertores difusos, hipoxemia y a veces expectoración espumosa. Suele requerir tratamiento urgente de congestión y soporte ventilatorio si hay insuficiencia respiratoria."
129,Síntomas,¿Qué signos de hipoperfusión me preocupan en un paciente cardiológico?,"Los signos son hipotensión, piel fría, oliguria, confusión, lactato alto y congestión o bajo gasto. En un IAM con shock hay que activar manejo invasivo urgente y soporte hemodinámico.","El shock cardiogénico combina hipotensión persistente, signos de hipoperfusión y causa cardiaca como IAM extenso, arritmia o fallo ventricular. Es una situación tiempo-dependiente que requiere monitorización, vasopresores/inotrópicos y tratar la causa."
130,Síntomas,¿Qué síntomas puede dar una fibrilación auricular?,"La FA puede dar palpitaciones “desordenadas”, falta de aire, cansancio, mareo o empeorar una IC. La confirmación necesita ECG con ritmo irregular sin ondas P organizadas.","La fibrilación auricular puede causar palpitaciones irregulares, disnea, fatiga, mareo, dolor torácico o descompensación de insuficiencia cardiaca. También puede ser asintomática y descubrirse en ECG o monitorización."
131,Síntomas,¿Cómo sospecho una TSV en un paciente con palpitaciones?,"Inicio y final bruscos, palpitación rápida y regular sugieren TSV. Si está estable se puede intentar maniobras vagales y ECG; si hay hipotensión, dolor isquémico o edema pulmonar, cardioversión.","Las taquicardias supraventriculares suelen producir palpitaciones bruscas de inicio y fin súbitos, a veces con mareo, disnea o dolor torácico. La tolerancia hemodinámica determina si se maneja con maniobras, fármacos o cardioversión."
132,Síntomas,¿Qué debo buscar en un paciente con bradicardia y síntomas?,"Preocupa si hay síncope, mareo intenso, hipotensión, confusión o insuficiencia cardiaca. Hay que revisar fármacos frenadores, potasio, isquemia y valorar marcapasos si no hay causa reversible.","La bradicardia clínicamente relevante puede provocar síncope, presíncope, fatiga, disnea o signos de bajo gasto. Deben buscarse causas reversibles como fármacos, isquemia, alteraciones electrolíticas o trastornos de conducción."
133,Síntomas,¿Qué datos sugieren síncope de origen cardiaco?,"Es de alarma si aparece con ejercicio, tumbado, con palpitaciones o dolor torácico, o si el ECG es anormal. En esos casos no basta con decir “vasovagal”: hay que estudiar causa cardiaca.","El síncope de posible origen cardiaco se sospecha si ocurre durante esfuerzo, en decúbito, con palpitaciones, dolor torácico, antecedente de cardiopatía o ECG anormal. Estos datos aumentan el riesgo y pueden requerir ingreso."
134,Síntomas,¿Cómo diferencio un vasovagal de un síncope de alto riesgo?,"Vasovagal suena más probable si hubo pródromos claros y desencadenante típico. Aun así, si hay cardiopatía, ECG anormal, síncope de esfuerzo o traumatismo importante, se maneja como alto riesgo.","El síncope reflejo suele tener pródromos como náuseas, calor, sudor frío, visión borrosa y desencadenantes como dolor, bipedestación prolongada o emociones. El ECG y la historia ayudan a excluir causas de alto riesgo."
135,Síntomas,¿Qué clínica típica busco en la estenosis aórtica?,"La tríada clásica es disnea, angina y síncope, sobre todo con esfuerzo. Si una estenosis aórtica severa ya da síntomas, hay que derivar para valoración valvular, no solo ajustar medicación.","La estenosis aórtica severa se vuelve especialmente relevante cuando causa disnea, angina, síncope o insuficiencia cardiaca. La ecocardiografía confirma severidad, gradientes, área valvular y función ventricular."
136,Síntomas,¿qué datos clínicos apuntan a insuficiencia mitral aguda?,"Sospecha insuficiencia mitral aguda si aparece edema pulmonar brusco con soplo nuevo, sobre todo tras infarto. Requiere eco urgente y manejo hospitalario especializado.","La insuficiencia mitral aguda puede provocar edema pulmonar, hipotensión y soplo nuevo, especialmente tras IAM por rotura de músculo papilar o endocarditis. El ecocardiograma urgente es clave."
137,Síntomas,¿Cuándo debo pensar en endocarditis ante fiebre y soplo?,"Fiebre sin foco, soplo nuevo, embolias o bacteriemia persistente hacen pensar en endocarditis. Hay que tomar hemocultivos antes de antibiótico si es posible y pedir ecocardiografía.","La endocarditis infecciosa puede manifestarse con fiebre persistente, soplo nuevo, embolias, hemocultivos positivos o lesiones valvulares. En pacientes con prótesis valvular o dispositivos, el umbral de sospecha debe ser bajo."
138,Síntomas,¿qué síntomas me hacen pensar en hipertensión emergencia?,"Lo importante no es solo “cuánto marca”, sino si hay daño agudo: dolor torácico, disnea, déficit neurológico, edema pulmonar, disección o fallo renal. Si lo hay, manejo urgente intravenoso y monitorizado.","La emergencia hipertensiva implica presión arterial muy elevada con daño agudo de órgano diana, como edema pulmonar, encefalopatía, SCA, disección aórtica o lesión renal aguda. No se define solo por el número de presión."
139,Síntomas,¿Qué síntomas pueden acompañar una hipertensión mal tolerada?,"La mayoría de hipertensos no nota nada. Si hay cefalea intensa, déficit neurológico, dolor torácico o disnea, hay que descartar emergencia hipertensiva y daño de órgano.","La hipertensión crónica suele ser asintomática y se diagnostica con mediciones repetidas, MAPA o AMPA. Cefalea, mareo o epistaxis no predicen de forma fiable la presión, pero obligan a buscar daño de órgano si son intensos."
140,Síntomas,¿Cuándo una hipotensión en cardiología es preocupante?,"No mires solo la cifra: revisa conciencia, piel, diuresis, lactato, ECG y congestión. Si está mal perfundido, es una urgencia y hay que buscar causa reversible.","La hipotensión en un paciente cardiológico puede reflejar shock, arritmia, sangrado, sepsis, exceso de diuréticos o fármacos vasodilatadores. La prioridad es valorar perfusión, frecuencia, ECG y signos de congestión."
141,Síntomas,¿Qué contexto necesito para valorar una troponina positiva?,"Troponina alta no equivale automáticamente a cateterismo. Si hay clínica isquémica, cambios ECG y dinámica compatible, piensa en IAM; si no, busca lesión miocárdica por otras causas.","La troponina elevada indica lesión miocárdica, pero no siempre infarto tipo 1. Se interpreta con clínica, ECG, dinámica de ascenso/descenso y causas como taquiarritmia, IC, sepsis, embolia pulmonar o insuficiencia renal."
142,Síntomas,"Con dolor torácico y ECG normal, ¿puedo descartar infarto?","Con ECG normal pero dolor compatible, no lo descartes. Repite ECG si cambia el dolor y usa troponinas seriadas; el contexto clínico manda.","Un ECG inicial normal no descarta SCA, especialmente si la clínica es sugestiva o el dolor es reciente. Las guías recomiendan repetir ECG y usar algoritmos de troponina de alta sensibilidad según disponibilidad."
143,Síntomas,¿Qué signos de alarma busco en palpitaciones con extrasístoles?,"Muchas extrasístoles son benignas si no hay cardiopatía. Pero si hay síncope, dolor, disnea, mucha carga o cardiopatía estructural, conviene Holter y ecocardiograma.","Las extrasístoles suelen percibirse como saltos, pausas o golpes en el pecho. La gravedad depende de síntomas, carga arrítmica, cardiopatía estructural y hallazgos en ECG/Holter."
144,Síntomas,¿Qué debo revisar si encuentro QT largo en el ECG?,"Síncope con QT largo no es banal. Hay que revisar fármacos, potasio y magnesio, antecedentes familiares y evitar medicación que prolongue QT.","El QT largo puede predisponer a torsades de pointes, síncope y muerte súbita, especialmente con fármacos prolongadores del QT, hipopotasemia o antecedentes familiares. El ECG y la corrección de factores reversibles son esenciales."
145,Síntomas,¿Cuándo debo sospechar miocarditis?,"Piensa en miocarditis si hay dolor, troponina alta, arritmias o disnea tras cuadro viral, sobre todo en jóvenes. Hay que descartar SCA cuando toca y valorar eco/RM cardiaca.","La miocarditis puede dar dolor torácico, disnea, palpitaciones, síncope o insuficiencia cardiaca, a menudo tras infección viral. La elevación de troponina y cambios ECG pueden simular SCA."
146,Síntomas,¿qué datos clínicos apuntan a cardiomiopatía hipertrófica?,"Síncope de esfuerzo, historia familiar de muerte súbita o palpitaciones en miocardiopatía hipertrófica son señales de alarma. Requiere evaluación especializada y estratificación de riesgo.","La miocardiopatía hipertrófica puede causar disnea, dolor torácico, síncope de esfuerzo o palpitaciones. El riesgo arrítmico se evalúa con historia familiar, síncope, grosor parietal, arritmias y otros marcadores."
147,Síntomas,¿Qué causas cardiacas debo descartar en un joven con dolor torácico?,"En joven no todo es ansiedad. Si hay dolor opresivo, síncope, cocaína, antecedentes familiares, troponina alta o ECG anormal, se estudia como cardiológico.","En pacientes jóvenes, el dolor torácico puede ser musculoesquelético, pericarditis, miocarditis, SCA por drogas o anomalías coronarias. La edad baja no excluye patología cardiaca si hay signos de alarma."
148,Síntomas,¿qué síntomas me hacen pensar en clopidogrel síntomas alergia?,"Sangrados, hematomas extensos, melena o alergia cutánea pueden aparecer con antiagregantes. Si hay sangrado importante, no se suspende a ciegas: hay que valorar riesgo isquémico y hemorrágico.","Los antiagregantes pueden producir sangrado, hematomas, dispepsia y reacciones alérgicas cutáneas. La aparición de sangrado mayor o síntomas neurológicos requiere reevaluación urgente del tratamiento."
149,Síntomas,¿Qué signos de alarma busco en un paciente anticoagulado?,"Melena, hematemesis, hematuria importante, caída de Hb o síntomas neurológicos son alarma. Hay que valorar gravedad, última toma, función renal y necesidad de reversión o suspensión temporal.","Los anticoagulantes aumentan el riesgo de sangrado digestivo, urinario, intracraneal o cutáneo. La gravedad depende de localización, estabilidad hemodinámica, hemoglobina, función renal y tiempo desde la última dosis."
150,Síntomas,¿Qué busco si un paciente con insuficiencia cardiaca consulta por piernas hinchadas?,"Edemas bilaterales con disnea, ortopnea o yugulares altas apuntan a congestión cardiaca. Si es unilateral y doloroso, piensa también en trombosis venosa.","Los edemas en miembros inferiores pueden deberse a insuficiencia cardiaca, enfermedad venosa, fármacos, insuficiencia renal o hipoalbuminemia. La congestión sistémica se evalúa con peso, yugulares, hepatomegalia y respuesta a diuréticos."
151,Síntomas,¿Qué significa que el paciente no pueda acostarse por falta de aire?,"Si duerme con más almohadas o se despierta ahogado, piensa en insuficiencia cardiaca descompensada. Hay que valorar congestión, peso, función renal, BNP/NT-proBNP y eco según contexto.",La ortopnea y la disnea paroxística nocturna son síntomas clásicos de congestión pulmonar por insuficiencia cardiaca. Su presencia sugiere aumento de presiones de llenado y requiere ajustar diagnóstico y tratamiento.
152,Síntomas,¿Cómo reconozco una enfermedad arterial periférica por la clínica?,"Dolor en pantorrilla al caminar que cede al parar suena a claudicación. Hay que medir índice tobillo-brazo y tratar riesgo cardiovascular, no solo el dolor de la pierna.","La claudicación intermitente es dolor muscular reproducible con el ejercicio y que mejora con reposo, típico de enfermedad arterial periférica. Se asocia a alto riesgo cardiovascular y exige control intensivo de factores de riesgo."
153,Síntomas,"Ante un ictus sin causa clara, ¿cómo busco FA?","Un ictus sin causa clara obliga a buscar FA, incluso paroxística. Si se confirma y el riesgo embólico lo justifica, la prevención suele ser anticoagulación, no antiagregación simple.","La fibrilación auricular es una causa frecuente de ictus cardioembólico. En pacientes con ictus o AIT se recomienda buscar FA con ECG y monitorización según el caso, porque cambia la indicación de anticoagulación."
154,Síntomas,¿Cuándo un soplo nuevo es preocupante?,"Un soplo nuevo con fiebre, insuficiencia cardiaca, síncope o dolor torácico no se ignora. El eco es la prueba clave para caracterizar la lesión.","Un soplo nuevo puede indicar valvulopatía, endocarditis, comunicación intracardiaca o complicación mecánica postinfarto. El contexto clínico y la ecocardiografía determinan urgencia y etiología."
155,Síntomas,¿Qué causas cardiacas debo buscar en un paciente con fatiga?,"La fatiga puede ser bajo gasto o descompensación, pero también anemia, bradicardia o exceso de medicación. Mira signos de congestión, ECG, analítica y evolución funcional.","La fatiga en insuficiencia cardiaca puede reflejar bajo gasto, congestión, anemia, enfermedad renal, arritmias o efectos de fármacos. Debe valorarse junto con clase funcional, peso, presión y frecuencia cardiaca."
156,Síntomas,¿qué datos clínicos apuntan a dolor torácico post stent?,"Dolor tipo infarto después de un stent es alarma, sobre todo si suspendió antiagregantes. ECG urgente y manejo como SCA hasta demostrar lo contrario.","Tras un stent, dolor torácico recurrente puede deberse a reestenosis, trombosis del stent, vasoespasmo o causas no coronarias. La trombosis del stent es una urgencia, especialmente si hay elevación del ST."
157,Síntomas,"Ante disnea y soplo aórtico, ¿qué debo sospechar?","Disnea de esfuerzo más soplo aórtico obliga a pedir eco. Si la estenosis es severa y sintomática, se valora reemplazo valvular quirúrgico o TAVI según perfil.",La disnea de esfuerzo con soplo sistólico eyectivo puede sugerir estenosis aórtica. La severidad se confirma por ecocardiografía y los síntomas guían la indicación de intervención.
158,Síntomas,¿qué síntomas me hacen pensar en dolor torácico por cocaína?,"Después de cocaína, el dolor torácico puede ser vasoespasmo o infarto real. ECG y troponinas; evita trivializarlo como ansiedad.","La cocaína puede provocar vasoespasmo coronario, SCA, arritmias, disección aórtica e hipertensión severa. El dolor torácico tras consumo requiere ECG, troponinas y monitorización según riesgo."
159,Síntomas,"Ante taquicardia regular, ¿cuándo pienso en flutter?","Flutter puede sentirse como taquicardia regular. Hay que confirmar en ECG, controlar frecuencia o ritmo y valorar anticoagulación según riesgo embólico.","El flutter auricular suele causar palpitaciones regulares rápidas, disnea o fatiga, con ondas en dientes de sierra en ECG. Comparte indicaciones de anticoagulación según riesgo tromboembólico similares a FA."
160,Síntomas,¿Cuándo un bloqueo AV es clínicamente importante?,"Bloqueo AV con síncope o bajo gasto es serio. Revisa causas reversibles, pero si es avanzado y persistente, suele necesitar marcapasos.","El bloqueo auriculoventricular avanzado puede producir síncope, presíncope, fatiga o insuficiencia cardiaca. Si es persistente y no reversible, puede requerir marcapasos."
161,Síntomas,"Si el paciente tiene dolor torácico, ¿qué datos orientan a IAM?","Los síntomas que orientan a IAM son dolor torácico opresivo persistente, irradiación, sudoración, náuseas, disnea o síncope. No hay que esperar a que el cuadro sea “clásico”: ECG urgente y troponinas seriadas si se sospecha SCA.","En el síndrome coronario agudo, el dolor típico suele ser opresivo, retroesternal, prolongado y puede irradiar a brazo izquierdo, mandíbula, espalda o epigastrio. La guía ESC recomienda ECG de 12 derivaciones precoz y troponinas seriadas si no hay elevación persistente del ST."
162,Síntomas,¿Cuándo debo sospechar angina aunque no haya dolor torácico clásico?,"Disnea brusca, cansancio extremo, náuseas, epigastralgia o síncope pueden ser equivalentes anginosos. En pacientes de riesgo, se debe hacer ECG y troponinas aunque no haya dolor típico.","En ancianos, mujeres, diabéticos y pacientes con insuficiencia renal, el SCA puede presentarse con disnea, fatiga, síncope, epigastralgia o malestar inespecífico. La ausencia de dolor torácico no descarta isquemia miocárdica."
163,Síntomas,"Ante un dolor pleurítico, ¿qué diagnósticos importantes debo descartar?","El dolor pleurítico no es el patrón típico de infarto, pero no excluye patología grave. Hay que valorar pericarditis, embolia pulmonar, neumotórax y, si hay factores de riesgo, descartar SCA con ECG y biomarcadores.","El dolor torácico pleurítico, que aumenta con la inspiración o la tos, orienta más a pericarditis, embolia pulmonar o patología pleuropulmonar que a angina típica. La evaluación debe integrar ECG, constantes, exploración y probabilidad clínica."
164,Síntomas,¿Cuándo una pericarditis necesita ingreso o valoración urgente?,"Sugiere pericarditis si el dolor es posicional, pleurítico y mejora al inclinarse hacia delante. Conviene hacer ECG, ecocardiograma y marcadores inflamatorios; si hay derrame importante o compromiso hemodinámico, ingreso.","La pericarditis aguda suele causar dolor torácico punzante que mejora al sentarse e inclinarse hacia delante, puede asociar roce pericárdico y elevación difusa del ST con descenso del PR. La presencia de derrame o inestabilidad cambia el manejo."
